id	cufflinks_ath_buds_rep1
AT2G05518	3.11399
AT2G05520	317.65
AT2G05530	0
AT2G05540	133.324
AT2G05550	0
AT2G05560	0
AT2G05562	0
AT2G05564	0
AT2G05567	0
AT2G05570	0
AT2G05580	0.110999
AT2G05590	22.298
AT2G05600	0
AT2G05610	0.0097876
AT2G05620	65.3496
AT2G05630	48.5259
AT2G05632	5.56602
AT2G05635	0
AT2G05640	0.0127776
AT2G05642	0.175324
AT2G05645	0
AT2G05647	0
AT2G05660	0
AT2G05670	0
AT2G05680	0
AT2G05690	0
AT2G05700	0
AT2G05710	145.079
AT2G05715	0.45466
AT2G05720	0
AT2G05730	0
AT2G05740	0
AT2G05750	0
AT2G05752	0
AT2G05753	3.50115
AT2G05755	8.43745
AT2G05760	5.78455
AT2G05765	311.683
AT2G05770	0
AT2G05780	0
AT2G05786	0
AT2G05790	250.939
AT2G05800	0
AT2G05801	0
AT2G05803	0
AT2G05810	6.10876
AT2G05812	15.9204
AT2G05820	0
AT2G05830	41.9311
AT2G05840	69.0305
AT2G05845	0
AT2G05850	16.6406
AT2G05860	0
AT2G05870	0
AT2G05880	0
AT2G05890	0
AT2G05900	0
AT2G05910	5.2316
AT2G05914	1.52183
AT2G05915	0.747659
AT2G05920	119.883
AT2G05930	0
AT2G05935	0
AT2G05940	8.08464
AT2G05950	0
AT2G05960	0.0173096
AT2G05970	0
AT2G05980	0
AT2G05985	0
AT2G05990	111.455
AT2G05995	2.91417
AT2G06000	11.7209
AT2G06002	1.62112
AT2G06005	4.97862
AT2G06010	25.7254
AT2G06020	0
AT2G06025	26.8757
AT2G06040	9.96712
AT2G06045	0.400083
AT2G06050	141.847
AT2G06060	0
AT2G06070	0
AT2G06080	0
AT2G06090	5.84077
AT2G06095	0
AT2G06100	0
AT2G06110	0
AT2G06120	0
AT2G06125	0
AT2G06130	0
AT2G06140	0
AT2G06150	0
AT2G06160	0
AT2G06165	0
AT2G06166	0
AT2G06170	0
AT2G06180	0
AT2G06190	0
AT2G06200	5.68339
AT2G06210	20.558
AT2G06220	0
AT2G06230	0
AT2G06235	0
AT2G06240	0
AT2G06245	0
AT2G06250	0
AT2G06255	16.3052
AT2G06260	0
AT2G06270	0
AT2G06280	0
AT2G06285	0
AT2G06290	0
AT2G06296	0
AT2G06303	0
AT2G06310	0
AT2G06330	0
AT2G06335	0
AT2G06340	0
AT2G06350	0
AT2G06370	0
AT2G06380	0
AT2G06390	0
AT2G06400	0
AT2G06410	0
AT2G06420	0
AT2G06430	0
AT2G06440	0
AT2G06450	0
AT2G06460	0
AT2G06470	0
AT2G06480	0
AT2G06490	0
AT2G06500	0
AT2G06510	17.3955
AT2G06520	900.694
AT2G06530	66.7312
AT2G06540	0
AT2G06541	0
AT2G06550	0
AT2G06555	0
AT2G06560	0
AT2G06562	0
AT2G06570	0
AT2G06580	0
AT2G06590	0
AT2G06600	0
AT2G06610	0
AT2G06620	0
AT2G06630	0
AT2G06640	0
AT2G06645	0
AT2G06650	0
AT2G06660	0
AT2G06667	0
AT2G06670	0
AT2G06680	0
AT2G06690	0
AT2G06700	0
AT2G06710	0
AT2G06715	0
AT2G06720	0
AT2G06740	0
AT2G06750	0
AT2G06760	0
AT2G06770	0
AT2G06775	0
AT2G06780	0
AT2G06790	0
AT2G06800	0.0305654
AT2G06810	0
AT2G06820	0
AT2G06822	0
AT2G06830	0.0104162
AT2G06840	0.0156171
AT2G06845	0
AT2G06850	273.746
AT2G06860	0
AT2G06870	0
AT2G06875	0
AT2G06880	0
AT2G06885	0
AT2G06890	0
AT2G06900	0
AT2G06902	0
AT2G06904	0
AT2G06906	0
AT2G06908	0
AT2G06910	0
AT2G06912	0
AT2G06914	0
AT2G06917	0
AT2G06920	0
AT2G06922	0
AT2G06925	69.2824
AT2G06930	0
AT2G06940	0
AT2G06950	52.7894
AT2G06960	0
AT2G06965	0
AT2G06967	0
AT2G06973	0
AT2G06980	0
AT2G06983	27.0898
AT2G06985	0
AT2G06990	16.9229
AT2G07000	0
AT2G07010	0
AT2G07020	0.0388958
AT2G07030	0
AT2G07040	33.857
AT2G07042	1.37552
AT2G07050	34.2908
AT2G07070	0
AT2G07080	0.0309753
AT2G07090	0
AT2G07100	0
AT2G07110	0
AT2G07120	0
AT2G07130	0
AT2G07140	0.143186
AT2G07150	0
AT2G07155	0
AT2G07160	0
AT2G07170	11.9468
AT2G07180	43.0273
AT2G07185	0
AT2G07190	0
AT2G07200	0
AT2G07210	0
AT2G07212	0
AT2G07213	0
AT2G07215	0
AT2G07220	0
AT2G07230	0
AT2G07240	0
AT2G07250	0
AT2G07260	0
AT2G07270	0
AT2G07280	0
AT2G07290	0
AT2G07300	0
AT2G07310	0
AT2G07320	0
AT2G07330	0
AT2G07340	45.7474
AT2G07360	34.9232
AT2G07362	0
AT2G07363	0
AT2G07365	0
AT2G07380	0
AT2G07390	0
AT2G07395	0
AT2G07400	0
AT2G07410	0
AT2G07420	0
AT2G07430	0
AT2G07440	0
AT2G07450	0
AT2G07455	0
AT2G07460	0
AT2G07470	0
AT2G07483	0
AT2G07490	0
AT2G07500	0
AT2G07505	0
AT2G07510	0
AT2G07520	0
AT2G07521	0
AT2G07530	0
AT2G07540	0
AT2G07550	0
AT2G07560	56.5132
AT2G07570	0
AT2G07580	0.0548531
AT2G07590	0.0396717
AT2G07599	0
AT2G07600	0
AT2G07620	0.0117201
AT2G07630	0
AT2G07635	0
AT2G07640	0.275207
AT2G07650	0
AT2G07660	0
AT2G07663	0
AT2G07664	0
AT2G07666	0
AT2G07667	0
AT2G07669	0
AT2G07670	0
AT2G07671	0
AT2G07672	0
AT2G07673	0
AT2G07674	0
AT2G07675	0
AT2G07676	0
AT2G07677	0.0818392
AT2G07678	0
AT2G07680	2.21324
AT2G07681	0
AT2G07682	0
AT2G07683	0
AT2G07684	0
AT2G07685	0
AT2G07686	0
AT2G07687	0
AT2G07688	0.0828193
AT2G07689	0
AT2G07690	14.6493
AT2G07691	0
AT2G07692	0
AT2G07693	0
AT2G07694	0
AT2G07695	0
AT2G07696	0
AT2G07697	0
AT2G07698	0
AT2G07699	0
AT2G07700	0
AT2G07701	0
AT2G07702	0
AT2G07703	0
AT2G07704	0
AT2G07705	0
AT2G07706	0
AT2G07707	0
AT2G07708	0
AT2G07709	0.0882984
AT2G07710	0
AT2G07711	0.463237
AT2G07712	0.0404937
AT2G07713	0
AT2G07714	0
AT2G07715	0.563571
AT2G07716	0
AT2G07717	0
AT2G07718	0
AT2G07719	0
AT2G07720	0
AT2G07721	0
AT2G07722	0
AT2G07723	0
AT2G07724	0
AT2G07725	0
AT2G07726	0
AT2G07727	0.116914
AT2G07728	0
AT2G07729	0
AT2G07730	0
AT2G07731	0
AT2G07732	0
AT2G07733	0.0544929
AT2G07734	0
AT2G07735	0
AT2G07736	0
AT2G07738	0
AT2G07739	0.185921
AT2G07740	0
AT2G07741	0
AT2G07742	0
AT2G07743	0
AT2G07744	0
AT2G07745	0
AT2G07746	0
AT2G07747	0
AT2G07748	0
AT2G07749	0
AT2G07750	0
AT2G07751	0
AT2G07752	0
AT2G07753	0
AT2G07754	0
AT2G07755	0
AT2G07756	0
AT2G07757	0
AT2G07758	0
AT2G07759	0
AT2G07760	0
AT2G07761	0
AT2G07762	0
AT2G07763	0
AT2G07764	0
AT2G07765	0
AT2G07766	0
AT2G07767	0
AT2G07768	0
AT2G07769	0
AT2G07770	0
AT2G07771	0
AT2G07772	0
AT2G07773	0
AT2G07774	0.948925
AT2G07775	0.400083
AT2G07776	0
AT2G07777	0
AT2G07778	0
AT2G07779	0
AT2G07780	0
AT2G07783	0
AT2G07784	0
AT2G07785	0
AT2G07786	0
AT2G07787	0.210892
AT2G07788	0
AT2G07789	0
AT2G07790	0
AT2G07791	0
AT2G07792	0
AT2G07793	0
AT2G07794	0
AT2G07795	0
AT2G07798	0
AT2G07799	0
AT2G07806	0
AT2G07807	0
AT2G07808	0.791664
AT2G07809	0
AT2G07811	0.0671068
AT2G07812	0
AT2G07813	0
AT2G07815	0
AT2G07820	0
AT2G07825	0
AT2G07826	0
AT2G07827	0
AT2G07830	0
AT2G07835	0.400083
AT2G07880	0
AT2G07981	0
AT2G08986	0
AT2G09187	0
AT2G09388	0
AT2G09589	0
AT2G09790	0
AT2G09795	10.7668
AT2G09800	1.20829
AT2G09810	0
AT2G09820	0
AT2G09830	0
AT2G09838	0
AT2G09840	0
AT2G09850	0
AT2G09860	0
AT2G09862	0
AT2G09865	0
AT2G09870	0
AT2G09880	0
AT2G09890	0
AT2G09900	0
AT2G09910	0
AT2G09920	0
AT2G09930	0
AT2G09950	0
AT2G09953	0
AT2G09956	0
AT2G09960	0
AT2G09970	0
AT2G09990	144.973
AT2G09992	0
AT2G09994	0
AT2G10000	0.00687631
AT2G10010	0
AT2G10014	0
AT2G10020	0
AT2G10030	0
AT2G10040	0
AT2G10050	0
AT2G10070	0
AT2G10080	0
AT2G10090	0
AT2G10100	0
AT2G10105	0
AT2G10110	0
AT2G10120	0
AT2G10140	0
AT2G10150	0
AT2G10160	0
AT2G10165	0
AT2G10170	0
AT2G10175	0
AT2G10180	0
AT2G10190	0
AT2G10200	0
AT2G10205	0
AT2G10210	0
AT2G10220	0
AT2G10223	0
AT2G10226	0
AT2G10230	0
AT2G10232	0
AT2G10234	0
AT2G10237	0
AT2G10240	0
AT2G10250	0
AT2G10253	0
AT2G10256	0
AT2G10260	0
AT2G10265	0
AT2G10270	0
AT2G10280	0
AT2G10285	0
AT2G10290	0
AT2G10300	0
AT2G10310	0
AT2G10320	0
AT2G10330	0
AT2G10340	0
AT2G10350	0
AT2G10360	0
AT2G10370	0
AT2G10380	0
AT2G10390	0
AT2G10400	0.0283501
AT2G10405	0.251892
AT2G10410	130.562
AT2G10420	0
AT2G10430	0
AT2G10440	0
AT2G10450	1.24138
AT2G10460	0
AT2G10465	0
AT2G10470	0
AT2G10480	0
AT2G10490	0
AT2G10500	0
AT2G10510	0
AT2G10520	0
AT2G10530	0
AT2G10535	0
AT2G10537	0
AT2G10540	0
AT2G10550	0
AT2G10555	0
AT2G10557	0
AT2G10560	0
AT2G10570	0
AT2G10589	0
AT2G10590	0
AT2G10600	0
AT2G10602	0
AT2G10605	0
AT2G10606	0
AT2G10608	0
AT2G10610	0
AT2G10611	0
AT2G10614	0
AT2G10617	0
AT2G10620	0
AT2G10630	0
AT2G10640	0
AT2G10650	0
AT2G10660	0
AT2G10670	0
AT2G10680	0
AT2G10690	0
AT2G10710	0
AT2G10720	0
AT2G10730	0
AT2G10735	0
AT2G10740	0
AT2G10760	0.00784095
AT2G10770	0
AT2G10780	0
AT2G10790	0
AT2G10800	0
AT2G10802	0
AT2G10810	0
AT2G10820	0.0105201
AT2G10830	0
AT2G10833	0
AT2G10836	0
AT2G10840	0
AT2G10850	0
AT2G10860	0
AT2G10870	0
AT2G10880	0
AT2G10890	0
AT2G10895	0
AT2G10900	0
AT2G10910	0
AT2G10920	2.39399
AT2G10921	0
AT2G10930	1.55111
AT2G10931	10.2089
AT2G10940	603.59
AT2G10950	24.6267
AT2G10960	0
AT2G10965	0
AT2G10970	2.33327
AT2G10975	0.370214
AT2G10980	0.200641
AT2G10990	0.379293
AT2G11000	12.646
AT2G11005	0
AT2G11010	0
AT2G11015	0
AT2G11020	0
AT2G11030	0
AT2G11040	0
AT2G11050	0
AT2G11060	0
AT2G11070	0
AT2G11080	0
AT2G11090	0
AT2G11100	0
AT2G11110	0
AT2G11115	0
AT2G11120	0
AT2G11130	0
AT2G11135	0
AT2G11140	2.73996
AT2G11150	0.545233
AT2G11165	0
AT2G11166	0
AT2G11168	0
AT2G11170	0
AT2G11180	0
AT2G11190	0
AT2G11200	0
AT2G11210	0
AT2G11220	0
AT2G11230	0
AT2G11235	0
AT2G11240	58.6179
AT2G11270	0
AT2G11271	0
AT2G11280	0
AT2G11290	0
AT2G11300	0
AT2G11310	0.0132922
AT2G11320	0.0067996
AT2G11330	0
AT2G11340	0
AT2G11345	0
AT2G11350	0
AT2G11360	0
AT2G11370	0
AT2G11380	0
AT2G11390	0
AT2G11400	0
AT2G11405	0
AT2G11410	0.0195437
AT2G11420	0
AT2G11430	0
AT2G11440	0
AT2G11450	0
AT2G11460	0
AT2G11462	0
AT2G11465	0
AT2G11480	0
AT2G11485	0
AT2G11490	0
AT2G11500	0
AT2G11502	0
AT2G11504	0
AT2G11507	0
AT2G11510	0
AT2G11520	16.2455
AT2G11522	26.0687
AT2G11530	0
AT2G11550	0
AT2G11570	0.723125
AT2G11590	0
AT2G11600	0
AT2G11610	0
AT2G11620	0
AT2G11623	0
AT2G11626	0
AT2G11630	0
AT2G11640	0
AT2G11650	0
AT2G11651	0
AT2G11660	0
AT2G11670	0
AT2G11680	0
AT2G11690	0
AT2G11700	0
AT2G11720	0
AT2G11730	0
AT2G11740	0
AT2G11750	0
AT2G11770	0
AT2G11773	0
AT2G11775	0
AT2G11778	0
AT2G11780	0
AT2G11790	0
AT2G11800	0
AT2G11810	3.35525
AT2G11820	0
AT2G11830	0
AT2G11840	0
AT2G11850	0.0707255
AT2G11851	0.126303
AT2G11852	0
AT2G11870	0
AT2G11880	3.89121
AT2G11890	60.0099
AT2G11891	9.22741
AT2G11910	261.294
AT2G11930	0
AT2G11940	0
AT2G11950	0
AT2G11970	0
AT2G11980	0
AT2G11983	0
AT2G11990	0
AT2G12000	0
AT2G12010	0
AT2G12020	0
AT2G12025	0
AT2G12040	0
AT2G12050	0
AT2G12060	0
AT2G12066	0
AT2G12083	0
AT2G12100	0
AT2G12110	0
AT2G12120	0
AT2G12130	0
AT2G12140	0
AT2G12150	0
AT2G12160	0
AT2G12170	1.78712
AT2G12190	1.25215
AT2G12195	0
AT2G12200	0
AT2G12210	0
AT2G12230	0
AT2G12240	0
AT2G12250	0
AT2G12260	0
AT2G12270	0
AT2G12280	0
AT2G12290	0
AT2G12300	0
AT2G12305	0
AT2G12320	0
AT2G12325	0
AT2G12330	0
AT2G12340	0.0121421
AT2G12345	0
AT2G12360	0
AT2G12370	0.0125883
AT2G12380	0
AT2G12385	0.0152866
AT2G12390	0
AT2G12400	29.5964
AT2G12405	0
AT2G12407	0
AT2G12408	0
AT2G12410	0
AT2G12420	0.0441236
AT2G12430	0.193367
AT2G12440	0.259235
AT2G12450	0.281926
AT2G12460	0.776742
AT2G12461	131.642
AT2G12462	9.38589
AT2G12465	19.1519
AT2G12470	0
AT2G12475	26.6075
AT2G12480	36.5408
AT2G12490	0.934457
AT2G12500	0.0286071
AT2G12505	0
AT2G12510	0
AT2G12520	0
AT2G12530	0
AT2G12540	0
AT2G12550	9.96002
AT2G12557	0
AT2G12560	0
AT2G12570	0
AT2G12590	0
AT2G12600	0
AT2G12610	0
AT2G12620	0
AT2G12630	0
AT2G12640	0
AT2G12646	0
AT2G12650	0
AT2G12660	0
AT2G12670	0
AT2G12680	0
AT2G12685	0
AT2G12690	0
AT2G12695	0
AT2G12700	0
AT2G12710	0
AT2G12720	0
AT2G12730	0
AT2G12740	0
AT2G12750	0
AT2G12760	0
AT2G12770	0
AT2G12780	0
AT2G12800	0
AT2G12810	0
AT2G12815	0
AT2G12820	0
AT2G12830	0
AT2G12832	0
AT2G12835	0
AT2G12840	0
AT2G12845	0
AT2G12850	0
AT2G12855	0
AT2G12860	0
AT2G12870	0
AT2G12875	0
AT2G12880	0
AT2G12890	0
AT2G12900	0
AT2G12905	0
AT2G12910	0
AT2G12920	0
AT2G12930	0
AT2G12935	0
AT2G12940	0
AT2G12945	0
AT2G12950	0
AT2G12960	0
AT2G12970	0
AT2G12977	0
AT2G12980	0
AT2G12990	0
AT2G13000	0
AT2G13010	0
AT2G13020	0
AT2G13040	0
AT2G13050	0
AT2G13060	0
AT2G13070	0
AT2G13080	0
AT2G13090	0
AT2G13100	32.3183
AT2G13110	0
AT2G13115	0
AT2G13116	1.2821
AT2G13120	0
AT2G13125	0
AT2G13126	0
AT2G13128	0.67041
AT2G13130	5.01786
AT2G13140	0
AT2G13142	0
AT2G13143	0
AT2G13145	0
AT2G13146	0
AT2G13150	0
AT2G13160	0
AT2G13170	0
AT2G13175	0
AT2G13180	0
AT2G13190	0
AT2G13200	0
AT2G13230	0
AT2G13240	0
AT2G13250	0
AT2G13260	0
AT2G13270	0
AT2G13272	0
AT2G13273	0
AT2G13274	0
AT2G13280	0
AT2G13290	12.8247
AT2G13295	0.277271
AT2G13300	0
AT2G13310	0
AT2G13320	0
AT2G13330	0
AT2G13335	0
AT2G13350	19.0037
AT2G13360	278.454
AT2G13363	0
AT2G13370	15.8921
AT2G13380	0.0139904
AT2G13390	0
AT2G13400	0
AT2G13410	0.0202725
AT2G13420	4.47464
AT2G13422	0
AT2G13430	0
AT2G13431	0
AT2G13440	13.9649
AT2G13450	0
AT2G13460	0.00770312
AT2G13463	0
AT2G13469	0
AT2G13470	0
AT2G13480	0
AT2G13490	0
AT2G13500	0
AT2G13510	0
AT2G13520	0
AT2G13530	0
AT2G13540	28.373
AT2G13542	0
AT2G13547	0
AT2G13550	4.04635
AT2G13560	63.246
AT2G13570	35.9992
AT2G13580	0
AT2G13590	0
AT2G13600	3.98625
AT2G13610	23.3777
AT2G13620	2.05748
AT2G13623	0
AT2G13630	0
AT2G13640	0
AT2G13650	14.969
AT2G13660	2.38849
AT2G13665	13.0265
AT2G13680	8.74565
AT2G13690	16.2569
AT2G13700	0
AT2G13705	0
AT2G13706	0
AT2G13710	0
AT2G13720	0
AT2G13730	0
AT2G13740	0
AT2G13750	0.0196978
AT2G13760	0.172878
AT2G13770	0
AT2G13790	9.97026
AT2G13800	2.94441
AT2G13810	0.110949
AT2G13820	14.807
AT2G13830	0
AT2G13840	9.09404
AT2G13850	0
AT2G13851	0
AT2G13860	0
AT2G13865	0
AT2G13870	0
AT2G13890	0
AT2G13895	0
AT2G13900	0
AT2G13910	0
AT2G13920	0
AT2G13930	0
AT2G13940	0
AT2G13950	0
AT2G13960	2.16681
AT2G13970	8.29932
AT2G13975	27.2911
AT2G13980	0
AT2G13990	0
AT2G14000	0
AT2G14010	0
AT2G14020	0
AT2G14030	0
AT2G14040	0
AT2G14045	22.4866
AT2G14050	2.99709
AT2G14060	0.15619
AT2G14070	0
AT2G14080	8.25263
AT2G14090	6.5184
AT2G14095	6.67384
AT2G14100	0
AT2G14110	14.9783
AT2G14115	1.73798
AT2G14120	29.4278
AT2G14130	0
AT2G14140	0
AT2G14150	0
AT2G14160	3.34577
AT2G14170	53.9107
AT2G14180	0
AT2G14190	0
AT2G14200	0
AT2G14206	0
AT2G14210	0.413633
AT2G14220	0.163321
AT2G14230	1.13986
AT2G14240	0
AT2G14245	0
AT2G14247	0.776479
AT2G14255	19.3889
AT2G14260	28.6611
AT2G14270	0
AT2G14280	0.128876
AT2G14282	10.7705
AT2G14285	27.6033
AT2G14288	0
AT2G14289	0
AT2G14290	0.28581
AT2G14300	0
AT2G14310	0
AT2G14320	0
AT2G14330	0
AT2G14335	0
AT2G14340	0
AT2G14350	0
AT2G14365	0
AT2G14370	0
AT2G14378	17.4384
AT2G14380	0
AT2G14390	0
AT2G14400	0
AT2G14405	0
AT2G14410	0
AT2G14415	0
AT2G14420	0
AT2G14430	0
AT2G14440	0
AT2G14450	0
AT2G14455	0
AT2G14460	38.6902
AT2G14470	0
AT2G14475	1.41889
AT2G14490	0.846892
AT2G14500	0
AT2G14510	0
AT2G14520	9.78823
AT2G14530	12.0584
AT2G14535	0
AT2G14540	0
AT2G14550	0.0474915
AT2G14560	0.27713
AT2G14570	0
AT2G14580	0
AT2G14590	0
AT2G14595	0
AT2G14600	0
AT2G14605	0
AT2G14610	0.265149
AT2G14620	1.72486
AT2G14630	0
AT2G14635	0
AT2G14640	0
AT2G14650	0
AT2G14660	13.6262
AT2G14661	0
AT2G14670	0.0579077
AT2G14680	10.755
AT2G14690	0.0341779
AT2G14692	0
AT2G14700	0
AT2G14710	0.58227
AT2G14720	29.6887
AT2G14730	0
AT2G14740	20.9758
AT2G14750	33.9145
AT2G14760	0
AT2G14770	0
AT2G14772	0
AT2G14774	0
AT2G14777	0
AT2G14780	0
AT2G14790	0
AT2G14793	0
AT2G14796	0
AT2G14800	1.86972
AT2G14810	0
AT2G14820	0
AT2G14830	9.26494
AT2G14835	34.9896
AT2G14840	0
AT2G14843	0
AT2G14846	0
AT2G14850	8.89729
AT2G14860	9.22246
AT2G14870	0
AT2G14878	43.1296
AT2G14880	71.3378
AT2G14890	313.042
AT2G14900	87.0653
AT2G14910	78.2628
AT2G14920	0
AT2G14930	0
AT2G14935	0
AT2G14940	0.0681185
AT2G14950	0
AT2G14960	0.477554
AT2G14970	0
AT2G14980	0
AT2G14990	0
AT2G15000	53.4585
AT2G15010	0
AT2G15012	0
AT2G15013	0
AT2G15014	0
AT2G15015	0
AT2G15016	0
AT2G15017	0
AT2G15020	0.301455
AT2G15025	0
AT2G15029	28.643
AT2G15030	0.0921991
AT2G15040	0.967367
AT2G15042	1.26119
AT2G15045	0
AT2G15050	43.0991
AT2G15060	0
AT2G15070	0.0144914
AT2G15080	0.774766
AT2G15090	51.166
AT2G15100	0
AT2G15110	0
AT2G15120	0.108109
AT2G15128	63.2956
AT2G15130	0.279124
AT2G15140	0
AT2G15145	0
AT2G15150	0
AT2G15160	0
AT2G15170	0
AT2G15180	0.544188
AT2G15185	0
AT2G15190	0
AT2G15200	0
AT2G15210	0
AT2G15220	0.229008
AT2G15230	15.4256
AT2G15240	34.0149
AT2G15250	0
AT2G15260	0
AT2G15270	20.9024
AT2G15271	0
AT2G15280	25.4362
AT2G15290	51.0847
AT2G15292	57.9308
AT2G15300	3.05507
AT2G15310	4.22733
AT2G15318	0.975928
AT2G15320	35.2617
AT2G15325	0.185455
AT2G15327	0.269008
AT2G15330	0
AT2G15340	4.69556
AT2G15345	0.323797
AT2G15350	0
AT2G15360	0
AT2G15370	0
AT2G15380	0
AT2G15390	0.24831
AT2G15400	9.03154
AT2G15410	0
AT2G15420	0
AT2G15430	33.8657
AT2G15440	6.25987
AT2G15450	0
AT2G15460	0
AT2G15470	0
AT2G15480	1.32756
AT2G15490	0
AT2G15500	0
AT2G15510	0
AT2G15520	0
AT2G15530	16.6694
AT2G15535	5.36636
AT2G15540	0
AT2G15550	0.0284103
AT2G15555	1.52842
AT2G15560	19.1801
AT2G15570	46.285
AT2G15580	24.9428
AT2G15590	0.189013
AT2G15600	0
AT2G15610	0
AT2G15620	40.3032
AT2G15630	1.89034
AT2G15640	0
AT2G15650	0.453275
AT2G15660	0
AT2G15670	0
AT2G15680	0.430122
AT2G15690	19.4916
AT2G15695	25.9536
AT2G15700	0
AT2G15710	0
AT2G15730	7.74316
AT2G15740	0
AT2G15750	0
AT2G15760	0.485617
AT2G15765	0
AT2G15770	0.210131
AT2G15780	0.201813
AT2G15790	15.11
AT2G15800	0.548501
AT2G15810	0.0495304
AT2G15815	0
AT2G15820	9.80207
AT2G15830	15.3201
AT2G15840	0.683629
AT2G15850	0
AT2G15860	34.0531
AT2G15870	0
AT2G15880	90.5175
AT2G15890	371.786
AT2G15900	17.5476
AT2G15910	66.8734
AT2G15920	0
AT2G15930	0
AT2G15940	0.0547747
AT2G15950	0
AT2G15960	747.811
AT2G15970	376.684
AT2G15980	7.02362
AT2G15990	0
AT2G16000	0.00842143
AT2G16005	0.136997
AT2G16010	0
AT2G16015	0.548013
AT2G16016	107.608
AT2G16018	0.515872
AT2G16019	40.7964
AT2G16020	2.09314
AT2G16030	1.09856
AT2G16040	0.15619
AT2G16050	6.52019
AT2G16060	6.23148
AT2G16070	31.2814
AT2G16080	0
AT2G16090	10.6077
AT2G16100	0
AT2G16110	0
AT2G16120	0.0554327
AT2G16130	2.5499
AT2G16140	0.223638
AT2G16145	0
AT2G16150	0
AT2G16160	0
AT2G16170	0
AT2G16180	0
AT2G16190	0.255624
AT2G16200	0
AT2G16210	8.23014
AT2G16220	0.0723617
AT2G16225	0
AT2G16230	0
AT2G16240	0
AT2G16245	0.902529
AT2G16250	11.3951
AT2G16260	0.715958
AT2G16270	15.4186
AT2G16280	53.0932
AT2G16290	0
AT2G16300	0
AT2G16310	0
AT2G16320	0
AT2G16330	0
AT2G16340	0
AT2G16360	3.7832
AT2G16365	64.6735
AT2G16367	2.08383
AT2G16370	23.2305
AT2G16380	0.279325
AT2G16385	0.220925
AT2G16390	14.8025
AT2G16400	22.8557
AT2G16405	12.4001
AT2G16410	0
AT2G16420	0
AT2G16430	31.7198
AT2G16440	16.1783
AT2G16450	1.16191
AT2G16460	14.648
AT2G16485	22.6794
AT2G16490	0
AT2G16500	65.1213
AT2G16505	18.3891
AT2G16510	78.9797
AT2G16520	2.0142
AT2G16530	5.74987
AT2G16535	40.7906
AT2G16540	0
AT2G16550	0
AT2G16560	0
AT2G16570	6.76562
AT2G16575	0
AT2G16580	4.17468
AT2G16586	3.79052
AT2G16592	4.30278
AT2G16594	0
AT2G16595	3.84178
AT2G16600	1203.05
AT2G16610	0
AT2G16620	0
AT2G16630	47.6278
AT2G16640	53.1821
AT2G16650	9.70253
AT2G16660	139.166
AT2G16668	0
AT2G16670	0
AT2G16676	0
AT2G16680	0
AT2G16690	0
AT2G16700	41.1386
AT2G16710	27.6919
AT2G16720	5.98923
AT2G16730	21.7225
AT2G16740	15.6497
AT2G16750	41.0218
AT2G16760	10.8713
AT2G16770	9.13775
AT2G16780	32.9311
AT2G16790	3.44052
AT2G16800	31.9073
AT2G16810	0.055516
AT2G16820	0
AT2G16830	0
AT2G16832	0
AT2G16835	1.33807
AT2G16840	0
AT2G16850	27.0192
AT2G16860	44.3858
AT2G16870	1.20547
AT2G16880	14.3413
AT2G16881	0
AT2G16890	16.8172
AT2G16895	0.297547
AT2G16900	35.34
AT2G16905	0.0957482
AT2G16910	24.2024
AT2G16920	11.9848
AT2G16930	47.4369
AT2G16940	57.5554
AT2G16950	22.5555
AT2G16955	0
AT2G16960	0
AT2G16970	0
AT2G16980	0.357131
AT2G16990	11.3786
AT2G17000	6.33864
AT2G17010	1.61175
AT2G17020	19.0824
AT2G17030	12.5977
AT2G17033	23.3836
AT2G17036	4.22583
AT2G17040	1.80396
AT2G17043	0
AT2G17050	0.038248
AT2G17055	0
AT2G17060	0.0218354
AT2G17064	0
AT2G17070	0
AT2G17080	0.250759
AT2G17090	0.185492
AT2G17110	8.87727
AT2G17115	0
AT2G17120	41.6506
AT2G17130	26.5936
AT2G17140	2.63874
AT2G17150	6.05641
AT2G17160	0
AT2G17170	0.471095
AT2G17180	1.33174
AT2G17190	38.1845
AT2G17200	54.9381
AT2G17210	1.93781
AT2G17220	15.336
AT2G17230	41.2815
AT2G17240	110.591
AT2G17250	17.168
AT2G17260	2.18699
AT2G17265	39.8103
AT2G17270	8.63534
AT2G17280	43.1289
AT2G17290	19.2659
AT2G17295	0
AT2G17300	39.6923
AT2G17305	0
AT2G17310	0
AT2G17320	13.8067
AT2G17330	0
AT2G17340	22.7639
AT2G17350	27.5203
AT2G17360	306.417
AT2G17370	20.8971
AT2G17380	52.5204
AT2G17390	106.023
AT2G17410	35.6911
AT2G17420	63.942
AT2G17430	1.07806
AT2G17440	13.0346
AT2G17442	9.05202
AT2G17450	54.3244
AT2G17460	0
AT2G17470	5.23903
AT2G17477	0
AT2G17480	27.7869
AT2G17490	0.350161
AT2G17500	35.0612
AT2G17510	12.4785
AT2G17520	23.5736
AT2G17525	7.71975
AT2G17530	20.391
AT2G17540	13.9121
AT2G17550	20.4909
AT2G17556	0
AT2G17560	102.887
AT2G17570	6.10647
AT2G17580	8.89129
AT2G17590	0
AT2G17600	0
AT2G17610	0
AT2G17620	4.19552
AT2G17630	17.9233
AT2G17640	12.0885
AT2G17650	6.3501
AT2G17660	12.2875
AT2G17670	8.01165
